especie,nombre,ultimo,var,hora
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,$37.95,-2.667%,2023-06-27 20:16:06.697
TARS,Tarsus Pharmaceuticals Inc. Common Stock,$17.01,-0.816%,2023-06-27 20:16:06.697
TASK,TaskUs Inc. Class A Common Stock,$11.35,0.979%,2023-06-27 20:16:06.697
TAST,Carrols Restaurant Group Inc. Common Stock,$4.48,-3.135%,2023-06-27 20:16:06.697
TATT,TAT Technologies Ltd. Ordinary Shares,$7.50,-0.794%,2023-06-27 20:16:06.697
TAYD,Taylor Devices Inc. Common Stock,$25.67,6.958%,2023-06-27 20:16:06.697
TBB,AT&T Inc. 5.350% Global Notes due 2066,$23.41,-0.805%,2023-06-27 20:16:06.697
TBBK,The Bancorp Inc Common Stock,$31.83,0.126%,2023-06-27 20:16:06.697
TBC,AT&T Inc. 5.625% Global Notes due 2067,$24.60,-0.886%,2023-06-27 20:16:06.697
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,$10.24,0.00%,2023-06-27 20:16:06.697
TBCPU,Thunder Bridge Capital Partners III Inc. Units,$10.24,0.392%,2023-06-27 20:16:06.697
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,$0.1201,0.00%,2023-06-27 20:16:06.697
TBI,TrueBlue Inc. Common Stock,$17.58,-0.34%,2023-06-27 20:16:06.697
TBIO,Telesis Bio Inc. Common Stock,$1.65,-4.07%,2023-06-27 20:16:06.697
TBLA,Taboola.com Ltd. Ordinary Shares,$3.18,4.605%,2023-06-27 20:16:06.697
TBLAW,Taboola.com Ltd. Warrant,$0.4312,-10.167%,2023-06-27 20:16:06.697
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,$15.10,0.399%,2023-06-27 20:16:06.697
TBLT,ToughBuilt Industries Inc. Common Stock,$0.30,-2.975%,2023-06-27 20:16:06.697
TBLTW,ToughBuilt Industries Inc. Warrant,$0.053,0.76%,2023-06-27 20:16:06.697
TBMC,Trailblazer Merger Corporation I Class A Common Stock,$10.18,0.197%,2023-06-27 20:16:06.697
TBMCR,Trailblazer Merger Corporation I Rights,$0.1499,0.00%,2023-06-27 20:16:06.697
TBNK,Territorial Bancorp Inc. Common Stock,$12.11,0.833%,2023-06-27 20:16:06.697
TBPH,Theravance Biopharma Inc. Ordinary Shares,$10.16,-0.878%,2023-06-27 20:16:06.697
TC,TuanChe Limited American Depositary Shares,$0.52,0.912%,2023-06-27 20:16:06.697
TCBC,TC Bancshares Inc. Common Stock,$14.40,1.017%,2023-06-27 20:16:06.697
TCBI,Texas Capital Bancshares Inc. Common Stock,$51.06,2.757%,2023-06-27 20:16:06.697
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,$18.80,0.16%,2023-06-27 20:16:06.697
TCBK,TriCo Bancshares Common Stock,$33.39,1.09%,2023-06-27 20:16:06.697
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,$0.5699,-7.318%,2023-06-27 20:16:06.697
TCBPW,TC BioPharm (Holdings) plc Warrants,$0.037,0.00%,2023-06-27 20:16:06.697
TCBS,Texas Community Bancshares Inc. Common Stock,$12.00,0.756%,2023-06-27 20:16:06.697
TCBX,Third Coast Bancshares Inc. Common Stock,$16.13,-0.555%,2023-06-27 20:16:06.697
TCFC,The Community Financial Corporation Common Stock,$27.83,-0.536%,2023-06-27 20:16:06.697
TCI,Transcontinental Realty Investors Inc. Common Stock,$36.42,-0.682%,2023-06-27 20:16:06.697
TCJH,Top KingWin Ltd Class A Ordinary Shares,$1.64,0.00%,2023-06-27 20:16:06.697
TCMD,Tactile Systems Technology Inc. Common Stock,$24.34,3.53%,2023-06-27 20:16:06.697
TCN,Tricon Residential Inc. Common Shares,$8.69,1.164%,2023-06-27 20:16:06.697
TCOA,Zalatoris Acquisition Corp. Class A Common Stock,$10.35,0.00%,2023-06-27 20:16:06.697
TCOM,Trip.com Group Limited American Depositary Shares,$34.88,2.618%,2023-06-27 20:16:06.697
TCON,TRACON Pharmaceuticals Inc. Common Stock,$0.3553,-6.204%,2023-06-27 20:16:06.697
TCPC,BlackRock TCP Capital Corp. Common Stock,$10.64,0.094%,2023-06-27 20:16:06.697
TCRT,Alaunos Therapeutics Inc. Common Stock,$0.455,-1.087%,2023-06-27 20:16:06.697
TCRX,TScan Therapeutics Inc. Common Stock,$2.53,-4.167%,2023-06-27 20:16:06.697
TCS,Container Store (The) Common Stock,$3.14,0.319%,2023-06-27 20:16:06.697
TCX,Tucows Inc. Class A Common Stock,$25.09,0.00%,2023-06-27 20:16:06.697
TD,Toronto Dominion Bank (The) Common Stock,$60.76,0.78%,2023-06-27 20:16:06.697
TDC,Teradata Corporation Common Stock,$51.51,1.618%,2023-06-27 20:16:06.697
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,$8.13,-0.245%,2023-06-27 20:16:06.697
TDF,Templeton Dragon Fund Inc. Common Stock,$9.22,1.319%,2023-06-27 20:16:06.697
TDG,Transdigm Group Incorporated Common Stock,$873.74,2.151%,2023-06-27 20:16:06.697
TDOC,Teladoc Health Inc. Common Stock,$24.36,2.181%,2023-06-27 20:16:06.697
TDS,Telephone and Data Systems Inc. Common Shares,$8.05,4.681%,2023-06-27 20:16:06.697
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,$13.31,-0.967%,2023-06-27 20:16:06.697
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,$12.30,-0.90%,2023-06-27 20:16:06.697
TDUP,ThredUp Inc. Class A Common Stock,$2.38,-0.418%,2023-06-27 20:16:06.697
TDW,Tidewater Inc. Common Stock,$47.34,0.659%,2023-06-27 20:16:06.697
TDY,Teledyne Technologies Incorporated Common Stock,$403.01,0.249%,2023-06-27 20:16:06.697
TEAF,Ecofin Sustainable and Social Impact Term Fund,$12.41,0.731%,2023-06-27 20:16:06.697
TEAM,Atlassian Corporation Class A Common Stock,$161.88,2.107%,2023-06-27 20:16:06.697
TECH,Bio-Techne Corp Common Stock,$75.59,-1.563%,2023-06-27 20:16:06.697
TECK,Teck Resources Ltd Ordinary Shares,$41.26,2.129%,2023-06-27 20:16:06.697
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,$10.02,-0.348%,2023-06-27 20:16:06.697
TEDU,Tarena International Inc. American Depositary Shares,$2.6403,-0.707%,2023-06-27 20:16:06.697
TEF,Telefonica SA Common Stock,$3.96,1.799%,2023-06-27 20:16:06.697
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,$5.15,0.98%,2023-06-27 20:16:06.697
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$136.73,2.083%,2023-06-27 20:16:06.697
TELA,TELA Bio Inc. Common Stock,$9.355,-1.836%,2023-06-27 20:16:06.697
TELL,Tellurian Inc. Common Stock,$1.30,0.00%,2023-06-27 20:16:06.697
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,$17.75,-1.334%,2023-06-27 20:16:06.697
TENB,Tenable Holdings Inc. Common Stock,$42.68,4.301%,2023-06-27 20:16:06.697
TENK,TenX Keane Acquisition Ordinary Share,$10.50,-0.285%,2023-06-27 20:16:06.697
TENKR,TenX Keane Acquisition Right,$0.26,0.00%,2023-06-27 20:16:06.697
TENKU,TenX Keane Acquisition Unit,$10.66,0.00%,2023-06-27 20:16:06.697
TENX,Tenax Therapeutics Inc. Common Stock,$0.308,0.984%,2023-06-27 20:16:06.697
TEO,Telecom Argentina SA,$6.11,-2.552%,2023-06-27 20:16:06.697
TER,Teradyne Inc. Common Stock,$110.29,4.057%,2023-06-27 20:16:06.697
TERN,Terns Pharmaceuticals Inc. Common Stock,$7.35,-23.517%,2023-06-27 20:16:06.697
TESS,TESSCO Technologies Incorporated Common Stock,$8.94,0.00%,2023-06-27 20:16:06.697
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,$10.92,0.001%,2023-06-27 20:16:06.697
TETEU,Technology & Telecommunication Acquisition Corporation Unit,$10.7501,0.00%,2023-06-27 20:16:06.697
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$7.64,0.00%,2023-06-27 20:16:06.697
TEX,Terex Corporation Common Stock,$58.73,3.216%,2023-06-27 20:16:06.697
TFC,Truist Financial Corporation Common Stock,$30.49,1.329%,2023-06-27 20:16:06.697
TFC^I,Truist Financial Corporation Depositary Shares,$20.29,2.062%,2023-06-27 20:16:06.697
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,$22.38,0.179%,2023-06-27 20:16:06.697
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,$20.06,0.15%,2023-06-27 20:16:06.697
TFFP,TFF Pharmaceuticals Inc. Common Stock,$0.46,-3.341%,2023-06-27 20:16:06.697
TFII,TFI International Inc. Common Shares,$115.10,7.711%,2023-06-27 20:16:06.697
TFIN,Triumph Financial Inc. Common Stock,$61.10,2.689%,2023-06-27 20:16:06.697
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,$19.99,0.452%,2023-06-27 20:16:06.697
TFPM,Triple Flag Precious Metals Corp. Common Shares,$13.37,-0.298%,2023-06-27 20:16:06.697
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,$23.0179,-0.998%,2023-06-27 20:16:06.697
TFSL,TFS Financial Corporation Common Stock,$12.47,0.646%,2023-06-27 20:16:06.697
TFX,Teleflex Incorporated Common Stock,$236.62,-1.215%,2023-06-27 20:16:06.697
TG,Tredegar Corporation Common Stock,$6.66,0.301%,2023-06-27 20:16:06.697
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,$10.62,-0.093%,2023-06-27 20:16:06.697
TGAAU,Target Global Acquisition I Corp. Unit,$10.72,0.847%,2023-06-27 20:16:06.697
TGAAW,Target Global Acquisition I Corp. Warrant,$0.07,0.00%,2023-06-27 20:16:06.697
TGAN,Transphorm Inc. Common Stock,$3.73,4.482%,2023-06-27 20:16:06.697
TGB,Taseko Mines Ltd. Common Stock,$1.39,0.00%,2023-06-27 20:16:06.697
TGH,Textainer Group Holdings Limited Common Shares,$39.92,0.859%,2023-06-27 20:16:06.697
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,$23.9337,0.858%,2023-06-27 20:16:06.697
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,$20.4799,1.865%,2023-06-27 20:16:06.697
TGI,Triumph Group Inc. Common Stock,$12.29,1.069%,2023-06-27 20:16:06.697
TGL,Treasure Global Inc. Common Stock,$1.23,0.00%,2023-06-27 20:16:06.697
TGLS,Tecnoglass Inc. Ordinary Shares,$50.81,4.612%,2023-06-27 20:16:06.697
TGNA,TEGNA Inc,$15.81,1.476%,2023-06-27 20:16:06.697
TGS,Transportadora de Gas del Sur SA TGS Common Stock,$13.15,-5.396%,2023-06-27 20:16:06.697
TGT,Target Corporation Common Stock,$132.51,-1.48%,2023-06-27 20:16:06.697
TGTX,TG Therapeutics Inc. Common Stock,$22.83,-0.175%,2023-06-27 20:16:06.697
TGVCW,TG Venture Acquisition Corp. Warrants,$0.0299,0.00%,2023-06-27 20:16:06.697
TH,Target Hospitality Corp. Common Stock,$13.11,0.614%,2023-06-27 20:16:06.697
THC,Tenet Healthcare Corporation Common Stock,$79.34,0.916%,2023-06-27 20:16:06.697
THCH,TH International Limited Ordinary shares,$2.82,8.462%,2023-06-27 20:16:06.697
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,$10.11,-0.197%,2023-06-27 20:16:06.697
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,$0.1856,-19.304%,2023-06-27 20:16:06.697
THFF,First Financial Corporation Indiana Common Stock,$32.73,1.081%,2023-06-27 20:16:06.697
THG,Hanover Insurance Group Inc,$111.82,0.467%,2023-06-27 20:16:06.697
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),$0.4302,-1.035%,2023-06-27 20:16:06.697
THMO,ThermoGenesis Holdings Inc. Common Stock,$1.31,4.80%,2023-06-27 20:16:06.697
THO,Thor Industries Inc. Common Stock,$101.76,5.802%,2023-06-27 20:16:06.697
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,$18.77,-0.266%,2023-06-27 20:16:06.697
THR,Thermon Group Holdings Inc. Common Stock,$26.67,2.973%,2023-06-27 20:16:06.697
THRD,Third Harmonic Bio Inc. Common Stock,$4.84,-0.616%,2023-06-27 20:16:06.697
THRM,Gentherm Inc Common Stock,$56.90,2.063%,2023-06-27 20:16:06.697
THRN,Thorne Healthtech Inc. Common Stock,$4.73,-0.421%,2023-06-27 20:16:06.697
THRX,Theseus Pharmaceuticals Inc. Common Stock,$9.19,-0.109%,2023-06-27 20:16:06.697
THRY,Thryv Holdings Inc. Common Stock,$24.60,0.778%,2023-06-27 20:16:06.697
THS,Treehouse Foods Inc. Common Stock,$50.34,-1.584%,2023-06-27 20:16:06.697
THTX,Theratechnologies Inc. Common Shares,$0.905,0.556%,2023-06-27 20:16:06.697
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,$14.15,-0.702%,2023-06-27 20:16:06.697
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,$3.21,-1.534%,2023-06-27 20:16:06.697
TIGO,Millicom International Cellular S.A. Common Stock,$16.53,1.225%,2023-06-27 20:16:06.697
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,$2.87,4.364%,2023-06-27 20:16:06.697
TIL,Instil Bio Inc. Common Stock,$0.5483,1.144%,2023-06-27 20:16:06.697
TILE,Interface Inc. Common Stock,$8.53,2.524%,2023-06-27 20:16:06.697
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$14.79,-1.07%,2023-06-27 20:16:06.697
TIO,Tingo Group Inc. Common Stock,$1.25,0.00%,2023-06-27 20:16:06.697
TIPT,Tiptree Inc. Common Stock,$14.42,2.27%,2023-06-27 20:16:06.697
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,$1.46,1.389%,2023-06-27 20:16:06.697
TISI,Team Inc. Common Stock,$6.46,-1.973%,2023-06-27 20:16:06.697
TITN,Titan Machinery Inc. Common Stock,$29.49,2.218%,2023-06-27 20:16:06.697
TIVC,Tivic Health Systems Inc. Common Stock,$0.1391,38.961%,2023-06-27 20:16:06.697
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,$14.81,1.023%,2023-06-27 20:16:06.697
TJX,TJX Companies Inc. (The) Common Stock,$82.80,1.322%,2023-06-27 20:16:06.697
TK,Teekay Corporation Common Stock,$5.84,-0.68%,2023-06-27 20:16:06.697
TKAT,Takung Art Co. Ltd. Common Stock,$0.3235,-1.97%,2023-06-27 20:16:06.697
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$3.58,-0.831%,2023-06-27 20:16:06.697
TKLF,Yoshitsu Co. Ltd American Depositary Shares,$1.24,0.813%,2023-06-27 20:16:06.697
TKNO,Alpha Teknova Inc. Common Stock,$2.71,-4.577%,2023-06-27 20:16:06.697
TKR,Timken Company (The) Common Stock,$89.51,2.145%,2023-06-27 20:16:06.697
TLF,Tandy Leather Factory Inc. Common Stock,$4.30,-0.463%,2023-06-27 20:16:06.697
TLGA,TLG Acquisition One Corp. Class A Common Stock,$10.575,0.00%,2023-06-27 20:16:06.697
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,$10.75,0.00%,2023-06-27 20:16:06.697
TLGYU,TLGY Acquisition Corporation Unit,$10.83,-1.545%,2023-06-27 20:16:06.697
TLGYW,TLGY Acquisition Corporation Warrant,$0.145,0.00%,2023-06-27 20:16:06.697
TLIS,Talis Biomedical Corporation Common Stock,$0.46,2.45%,2023-06-27 20:16:06.697
TLK,PT Telekomunikasi Indonesia Tbk,$26.55,0.53%,2023-06-27 20:16:06.697
TLRY,Tilray Brands Inc. Common Stock ,$1.60,1.266%,2023-06-27 20:16:06.697
TLS,Telos Corporation Common Stock,$2.54,4.527%,2023-06-27 20:16:06.697
TLSA,Tiziana Life Sciences Ltd. Common Shares,$0.6989,-1.425%,2023-06-27 20:16:06.697
TLYS,Tilly's Inc. Common Stock,$6.90,1.173%,2023-06-27 20:16:06.697
TM,Toyota Motor Corporation Common Stock,$157.18,1.702%,2023-06-27 20:16:06.697
TMBR,Timber Pharmaceuticals Inc. Common Stock,$2.21,-0.45%,2023-06-27 20:16:06.697
TMC,TMC the metals company Inc. Common Stock,$1.35,-2.174%,2023-06-27 20:16:06.697
TMCI,Treace Medical Concepts Inc. Common Stock,$23.91,-3.277%,2023-06-27 20:16:06.697
TMCWW,TMC the metals company Inc. Warrants,$0.1616,-4.941%,2023-06-27 20:16:06.697
TMDX,TransMedics Group Inc. Common Stock,$81.60,2.013%,2023-06-27 20:16:06.697
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,$7.65,2.823%,2023-06-27 20:16:06.697
TMHC,Taylor Morrison Home Corporation Common Stock,$47.69,2.273%,2023-06-27 20:16:06.697
TMKR,Tastemaker Acquisition Corp. Class A Common Stock,$10.56,-0.565%,2023-06-27 20:16:06.697
TMKRU,Tastemaker Acquisition Corp. Unit,$10.5322,-0.169%,2023-06-27 20:16:06.697
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,$0.0201,0.00%,2023-06-27 20:16:06.697
TMO,Thermo Fisher Scientific Inc Common Stock,$509.62,-2.377%,2023-06-27 20:16:06.697
TMP,Tompkins Financial Corporation Common Stock,$57.09,1.71%,2023-06-27 20:16:06.697
TMPO,Tempo Automation Holdings Inc. Common Stock,$0.3518,-7.226%,2023-06-27 20:16:06.697
TMPOW,Tempo Automation Holdings Inc. Warrant,$0.0394,-1.99%,2023-06-27 20:16:06.697
TMQ,Trilogy Metals Inc. Common Stock,$0.5799,3.572%,2023-06-27 20:16:06.697
TMST,TimkenSteel Corporation Common Shares,$19.99,2.198%,2023-06-27 20:16:06.697
TMTC,TMT Acquisition Corp Ordinary Shares,$10.22,0.00%,2023-06-27 20:16:06.697
TMUS,T-Mobile US Inc. Common Stock,$136.17,0.979%,2023-06-27 20:16:06.697
TNC,Tennant Company Common Stock,$80.13,0.439%,2023-06-27 20:16:06.697
TNDM,Tandem Diabetes Care Inc. Common Stock,$26.24,1.001%,2023-06-27 20:16:06.697
TNET,TriNet Group Inc. Common Stock,$94.73,0.488%,2023-06-27 20:16:06.697
TNGX,Tango Therapeutics Inc.,$3.21,-4.464%,2023-06-27 20:16:06.697
TNK,Teekay Tankers Ltd.,$35.52,-1.906%,2023-06-27 20:16:06.697
TNL,Travel   Leisure Co. Common  Stock,$39.27,2.426%,2023-06-27 20:16:06.697
TNON,Tenon Medical Inc. Common Stock,$0.288,-1.907%,2023-06-27 20:16:06.697
TNONW,Tenon Medical Inc. Warrant,$0.1187,31.889%,2023-06-27 20:16:06.697
TNP,Tsakos Energy Navigation Ltd Common Shares,$16.85,-2.149%,2023-06-27 20:16:06.697
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,$25.1801,0.00%,2023-06-27 20:16:06.697
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$24.95,0.281%,2023-06-27 20:16:06.697
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$25.03,0.00%,2023-06-27 20:16:06.697
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,$1.41,-1.399%,2023-06-27 20:16:06.697
TNYA,Tenaya Therapeutics Inc. Common Stock,$5.57,-0.358%,2023-06-27 20:16:06.697
TOI,The Oncology Institute Inc. Common Stock,$0.60,0.00%,2023-06-27 20:16:06.697
TOIIW,The Oncology Institute Inc. Warrant,$0.0422,-3.211%,2023-06-27 20:16:06.697
TOL,Toll Brothers Inc. Common Stock,$78.34,3.256%,2023-06-27 20:16:06.697
TOMZ,TOMI Environmental Solutions Inc. Common Stock,$0.675,2.273%,2023-06-27 20:16:06.697
TOON,Kartoon Studios Inc. Common Stock,$2.15,-34.848%,2023-06-27 20:16:06.697
TOP,TOP Financial Group Limited Ordinary Shares,$5.76,-2.041%,2023-06-27 20:16:06.697
TOPS,TOP Ships Inc. Common Stock,$0.5814,-7.228%,2023-06-27 20:16:06.697
TORO,Toro Corp. Common Stock,$3.42,1.183%,2023-06-27 20:16:06.697
TOST,Toast Inc. Class A Common Stock,$22.08,1.284%,2023-06-27 20:16:06.697
TOUR,Tuniu Corporation American Depositary Shares,$1.65,2.484%,2023-06-27 20:16:06.697
TOVX,Theriva Biologics Inc. Common Stock,$0.8276,16.563%,2023-06-27 20:16:06.697
TOWN,TowneBank Common Stock,$23.71,0.98%,2023-06-27 20:16:06.697
TPB,Turning Point Brands Inc. Common Stock,$22.95,0.394%,2023-06-27 20:16:06.697
TPC,Tutor Perini Corporation Common Stock,$6.47,1.73%,2023-06-27 20:16:06.697
TPCS,TechPrecision Corporation Common stock,$7.45,0.812%,2023-06-27 20:16:06.697
TPET,Trio Petroleum Corp. Common Stock,$1.10,15.789%,2023-06-27 20:16:06.697
TPG,TPG Inc. Class A Common Stock,$28.09,1.775%,2023-06-27 20:16:06.697
TPH,Tri Pointe Homes Inc. Common Stock,$32.49,2.686%,2023-06-27 20:16:06.697
TPHS,Trinity Place Holdings Inc. Common Stock,$0.52,-0.019%,2023-06-27 20:16:06.697
TPIC,TPI Composites Inc. Common Stock,$9.11,3.995%,2023-06-27 20:16:06.697
TPL,Texas Pacific Land Corporation Common Stock,$1286.79,-0.865%,2023-06-27 20:16:06.697
TPR,Tapestry Inc. Common Stock,$43.40,1.402%,2023-06-27 20:16:06.697
TPST,Tempest Therapeutics Inc. Common Stock,$1.16,-4.918%,2023-06-27 20:16:06.697
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,$18.69,1.027%,2023-06-27 20:16:06.697
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$11.26,-0.618%,2023-06-27 20:16:06.697
TPX,Tempur Sealy International Inc. Common Stock,$39.66,3.013%,2023-06-27 20:16:06.697
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,$12.94,0.779%,2023-06-27 20:16:06.697
TR,Tootsie Roll Industries Inc. Common Stock,$36.24,-2.946%,2023-06-27 20:16:06.697
TRC,Tejon Ranch Co Common Stock,$17.18,-0.348%,2023-06-27 20:16:06.697
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,$10.66,0.094%,2023-06-27 20:16:06.697
TRDA,Entrada Therapeutics Inc. Common Stock,$12.27,0.491%,2023-06-27 20:16:06.697
TREE,LendingTree Inc. Common Stock,$20.99,0.239%,2023-06-27 20:16:06.697
TREX,Trex Company Inc. Common Stock,$63.78,3.589%,2023-06-27 20:16:06.697
TRGP,Targa Resources Inc. Common Stock,$72.69,1.622%,2023-06-27 20:16:06.697
TRHC,Tabula Rasa HealthCare Inc. Common Stock,$7.49,5.493%,2023-06-27 20:16:06.697
TRI,Thomson Reuters Corp Common Shares,$138.13,2.19%,2023-06-27 20:16:06.697
TRIB,Trinity Biotech plc American Depositary Shares,$0.96,-0.826%,2023-06-27 20:16:06.697
TRIN,Trinity Capital Inc. Common Stock,$13.61,1.265%,2023-06-27 20:16:06.697
TRINL,Trinity Capital Inc. 7.00% Notes Due 2025,$24.815,-0.305%,2023-06-27 20:16:06.697
TRIP,TripAdvisor Inc. Common Stock,$16.62,2.656%,2023-06-27 20:16:06.697
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,$10.4602,0.002%,2023-06-27 20:16:06.697
TRKA,Troika Media Group Inc. Common Stock,$1.96,-3.448%,2023-06-27 20:16:06.697
TRKAW,Troika Media Group Inc. Warrant,$0.0229,-8.40%,2023-06-27 20:16:06.697
TRMB,Trimble Inc. Common Stock,$51.67,2.094%,2023-06-27 20:16:06.697
TRMD,TORM plc Class A Common Stock,$22.48,-1.705%,2023-06-27 20:16:06.697
TRMK,Trustmark Corporation Common Stock,$22.12,0.774%,2023-06-27 20:16:06.697
TRMR,Tremor International Ltd. American Depository Shares,$7.07,3.514%,2023-06-27 20:16:06.697
